Words,Similarity_Score,Paragraph_Numbers,Count,Paragraphs,Path
amount,0.56,6,1,"timewarner is to restate its accounts as part of efforts to resolve an inquiry into aol by us market regulators. it has already offered to pay $300m to settle charges, in a deal that is under review by the sec. the company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. it intends to adjust the way it accounts for a deal with german music publisher bertelsmann's purchase of a stake in aol europe, which it had reported as advertising revenue. it will now book the sale of its stake in aol europe as a loss on the value of that stake.",bbc_doc/business/001.docx
speed internet,0.55,3,1,"the firm, which is now one of the biggest investors in google, benefited from sales of high-speed internet connections and higher advert sales. timewarner said fourth quarter sales rose 2% to $11.1bn from $10.9bn. its profits were buoyed by one-off gains which offset a profit dip at warner bros, and less users for aol.",bbc_doc/business/001.docx
much more,0.71,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
more,0.69,3,2,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
,,4,,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",
which need,0.64,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
much,0.64,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
more attractive,0.62,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
looking more,0.62,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
longer,0.62,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
enough,0.61,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
some time,0.59,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
which may,0.59,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
higher after,0.58,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
many months,0.58,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
almost,0.58,2,1,the dollar has hit its highest level against the euro in almost three months after the federal reserve head said the us trade deficit is set to stabilise.,bbc_doc/business/002.docx
higher,0.57,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
current account,0.57,3,2,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
,,4,,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",
many,0.57,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
may help,0.56,3,1,"and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it. in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday. market concerns about the deficit has hit the greenback in recent months. on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data. ""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york. ""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",bbc_doc/business/002.docx
some believe,0.55,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
need,0.55,4,1,"worries about the deficit concerns about china do, however, remain. china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive. but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg. the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy. in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates. the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar. the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments. the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",bbc_doc/business/002.docx
not,0.6,3,1,"state-owned rosneft bought the yugansk unit for $9.3bn in a sale forced by russia to part settle a $27.5bn tax claim against yukos. yukos' owner menatep group says it will ask rosneft to repay a loan that yugansk had secured on its assets. rosneft already faces a similar $540m repayment demand from foreign banks. legal experts said rosneft's purchase of yugansk would include such obligations. ""the pledged assets are with rosneft, so it will have to pay real money to the creditors to avoid seizure of yugansk assets,"" said moscow-based us lawyer jamie firestone, who is not connected to the case. menatep group's managing director tim osborne told the reuters news agency: ""if they default, we will fight them where the rule of law exists under the international arbitration clauses of the credit.""",bbc_doc/business/003.docx
not connected,0.59,3,1,"state-owned rosneft bought the yugansk unit for $9.3bn in a sale forced by russia to part settle a $27.5bn tax claim against yukos. yukos' owner menatep group says it will ask rosneft to repay a loan that yugansk had secured on its assets. rosneft already faces a similar $540m repayment demand from foreign banks. legal experts said rosneft's purchase of yugansk would include such obligations. ""the pledged assets are with rosneft, so it will have to pay real money to the creditors to avoid seizure of yugansk assets,"" said moscow-based us lawyer jamie firestone, who is not connected to the case. menatep group's managing director tim osborne told the reuters news agency: ""if they default, we will fight them where the rule of law exists under the international arbitration clauses of the credit.""",bbc_doc/business/003.docx
slightly better,0.62,5,1,"in october, it increased this from £6 to £10 one-way for all long-haul flights, while the short-haul surcharge was raised from £2.50 to £4 a leg. yet aviation analyst mike powell of dresdner kleinwort wasserstein says ba's estimated annual surcharge revenues - £160m - will still be way short of its additional fuel costs - a predicted extra £250m. turnover for the quarter was up 4.3% to £1.97bn, further benefiting from a rise in cargo revenue. looking ahead to its full year results to march 2005, ba warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers. however, it said sales would be better than previously forecast. ""for the year to march 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" ba chairman martin broughton said. ba had previously forecast a 2% to 3% rise in full-year revenue.",bbc_doc/business/004.docx
still better,0.62,3,1,"reporting its results for the three months to 31 december 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier. rod eddington, ba's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by £106m or 47.3%. ba's profits were still better than market expectation of £59m, and it expects a rise in full-year revenues.",bbc_doc/business/004.docx
better,0.59,3,2,"reporting its results for the three months to 31 december 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier. rod eddington, ba's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by £106m or 47.3%. ba's profits were still better than market expectation of £59m, and it expects a rise in full-year revenues.",bbc_doc/business/004.docx
,,5,,"in october, it increased this from £6 to £10 one-way for all long-haul flights, while the short-haul surcharge was raised from £2.50 to £4 a leg. yet aviation analyst mike powell of dresdner kleinwort wasserstein says ba's estimated annual surcharge revenues - £160m - will still be way short of its additional fuel costs - a predicted extra £250m. turnover for the quarter was up 4.3% to £1.97bn, further benefiting from a rise in cargo revenue. looking ahead to its full year results to march 2005, ba warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers. however, it said sales would be better than previously forecast. ""for the year to march 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" ba chairman martin broughton said. ba had previously forecast a 2% to 3% rise in full-year revenue.",
all long,0.58,5,1,"in october, it increased this from £6 to £10 one-way for all long-haul flights, while the short-haul surcharge was raised from £2.50 to £4 a leg. yet aviation analyst mike powell of dresdner kleinwort wasserstein says ba's estimated annual surcharge revenues - £160m - will still be way short of its additional fuel costs - a predicted extra £250m. turnover for the quarter was up 4.3% to £1.97bn, further benefiting from a rise in cargo revenue. looking ahead to its full year results to march 2005, ba warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers. however, it said sales would be better than previously forecast. ""for the year to march 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" ba chairman martin broughton said. ba had previously forecast a 2% to 3% rise in full-year revenue.",bbc_doc/business/004.docx
quite,0.58,6,1,"it also reported on friday that passenger numbers rose 8.1% in january. aviation analyst nick van den brul of bnp paribas described ba's latest quarterly results as ""pretty modest"". ""it is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" he said. since the 11 september 2001 attacks in the united states, ba has cut 13,000 jobs as part of a major cost-cutting drive. ""our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" mr eddington said. ""for example, we have taken delivery of six airbus a321 aircraft and next month we will start further improvements to our club world flat beds."" ba's shares closed up four pence at 274.5 pence.",bbc_doc/business/004.docx
compared,0.58,3,1,"reporting its results for the three months to 31 december 2004, the airline made a pre-tax profit of £75m ($141m) compared with £125m a year earlier. rod eddington, ba's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by £106m or 47.3%. ba's profits were still better than market expectation of £59m, and it expects a rise in full-year revenues.",bbc_doc/business/004.docx
quite good,0.56,6,1,"it also reported on friday that passenger numbers rose 8.1% in january. aviation analyst nick van den brul of bnp paribas described ba's latest quarterly results as ""pretty modest"". ""it is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" he said. since the 11 september 2001 attacks in the united states, ba has cut 13,000 jobs as part of a major cost-cutting drive. ""our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" mr eddington said. ""for example, we have taken delivery of six airbus a321 aircraft and next month we will start further improvements to our club world flat beds."" ba's shares closed up four pence at 274.5 pence.",bbc_doc/business/004.docx
increased price,0.56,4,1,"to help offset the increased price of aviation fuel, ba last year introduced a fuel surcharge for passengers.",bbc_doc/business/004.docx
cost impact,0.56,6,1,"it also reported on friday that passenger numbers rose 8.1% in january. aviation analyst nick van den brul of bnp paribas described ba's latest quarterly results as ""pretty modest"". ""it is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" he said. since the 11 september 2001 attacks in the united states, ba has cut 13,000 jobs as part of a major cost-cutting drive. ""our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" mr eddington said. ""for example, we have taken delivery of six airbus a321 aircraft and next month we will start further improvements to our club world flat beds."" ba's shares closed up four pence at 274.5 pence.",bbc_doc/business/004.docx
times suggested,0.59,3,1,"reports in the wall street journal and the financial times suggested that the french spirits firm is considering a bid, but has yet to contact its target. allied domecq shares in london rose 4% by 1200 gmt, while pernod shares in paris slipped 1.2%. pernod said it was seeking acquisitions but refused to comment on specifics.",bbc_doc/business/005.docx
